,((B ((S B) (S nand))) nand), nan, nan, nan, nan,-7.292568073,-7.280206097,-7.267300147,-7.260926997,-7.259398114,-7.256676438,-7.259398114,-7.256676438,-7.259398114,-7.256676438,-7.259398114
,((B ((B ((C B) nand)) (C (S ((B ((B C) (B nand))) nand))))) ((S nand) I)), nan, nan, nan,-6.832476976,-6.823149639,-7.049045235,-7.056793533,-7.070069109,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072
,((B (B ((S ((B B) nand)) nand))) nand), nan, nan,-5.369100434,-6.139329795,-6.034692278,-7.049045235,-7.056793533,-7.070069109,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072
,((B (B nand)) (((C B) nand) (B ((S nand) I)))), nan, nan, nan, nan, nan,-7.336727307,-7.056793533,-7.070069109,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072
,((B ((C B) nand)) ((B B) nand)), nan,-4.414434882,-6.349929687,-7.525624157,-7.04629319,-7.049045235,-7.056793533,-7.070069109,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072,-7.073852242,-7.072555072
,((C B) ((S nand) I)), nan, nan,-6.522589333,-6.295675866,-6.335836372,-6.301830833,-6.292244105,-6.587582444,-6.990748474,-6.990536209,-6.990748474,-6.990536209,-6.990748474,-6.990536209,-6.990748474
,((C B) (C ((B (S nand)) nand))), nan, nan,-6.452208536,-6.941676268,-6.983521178,-6.948146714,-6.938244508,-6.946216252,-6.943759964,-6.9435477,-6.943759964,-6.9435477,-6.943759964,-6.9435477,-6.943759964
,((C B) ((S ((B B) nand)) nand)), nan, nan,-6.452208536,-6.941676268,-6.983521178,-6.948146714,-6.938244508,-6.946216252,-6.943759964,-6.9435477,-6.943759964,-6.9435477,-6.943759964,-6.9435477,-6.943759964
,((B ((S B) (S nand))) (((C B) nand) (B ((S nand) I)))), nan, nan, nan, nan, nan,-6.874740989,-6.861835038,-6.855461889,-6.853933006,-6.85121133,-6.853933006,-6.85121133,-6.853933006,-6.85121133,-6.853933006
,((B ((S B) (S nand))) (((C B) ((B (S nand)) nand)) (B ((S nand) I)))), nan, nan, nan,-7.263259892,-6.887102965,-6.874740989,-6.861835038,-6.855461889,-6.853933006,-6.85121133,-6.853933006,-6.85121133,-6.853933006,-6.85121133,-6.853933006
,((B ((B C) (B nand))) nand), nan,-4.008969774,-5.656782507,-6.139329795,-6.823149639,-6.825901683,-6.833649982,-6.846925558,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521
,((B (B nand)) (((C B) ((S nand) I)) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I))))), nan, nan, nan, nan,-7.333975262,-7.049045235,-6.833649982,-6.846925558,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521
,((B (B (C ((B (S nand)) nand)))) (((C B) ((B (S nand)) nand)) (B ((S nand) I)))), nan, nan, nan,-6.832476976,-6.486677402,-6.643580127,-6.833649982,-6.846925558,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521
,(C ((B C) ((B (B ((S B) (S nand)))) ((B ((C B) nand)) ((B B) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I)))))))), nan, nan, nan, nan, nan, nan,-7.344475606,-6.846925558,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521
,((B (B ((S B) (S nand)))) ((B (B nand)) (((B C) (B nand)) ((S nand) ((S nand) I))))), nan, nan, nan,-7.525624157,-6.823149639,-7.336727307,-6.833649982,-7.357751181,-6.849411521,-7.361534315,-6.849411521,-7.361534315,-6.849411521,-7.361534315,-6.849411521
,((B ((C B) nand)) ((B B) (((C B) ((B (S nand)) nand)) (B ((S nand) I))))), nan, nan, nan,-7.120159048,-6.823149639,-6.825901683,-6.833649982,-6.846925558,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521,-6.850708691,-6.849411521
,((B (B ((S B) (S nand)))) ((B (S ((B ((B C) (B nand))) nand))) nand)), nan, nan, nan,-7.525624157,-6.640828082,-6.643580127,-6.651328425,-6.664604001,-6.667089964,-6.668387134,-6.667089964,-6.668387134,-6.667089964,-6.668387134,-6.667089964
,((B (B ((S ((B B) nand)) nand))) ((B nand) (((S B) (S nand)) ((S nand) I)))), nan, nan, nan,-6.832476976,-6.486677402,-6.643580127,-6.651328425,-6.664604001,-6.667089964,-6.668387134,-6.667089964,-6.668387134,-6.667089964,-6.668387134,-6.667089964
,((B ((C B) nand)) ((B B) ((B ((S B) (S nand))) ((B (S nand)) (C ((B (S nand)) nand)))))), nan, nan, nan,-7.525624157,-7.04629319,-6.825901683,-6.651328425,-6.664604001,-6.667089964,-6.668387134,-6.667089964,-6.668387134,-6.667089964,-6.668387134,-6.667089964
,((B nand) ((S nand) I)), nan, nan, nan,-7.263259892,-6.887102965,-6.587058916,-6.574152966,-6.567779816,-6.566250933,-6.563529257,-6.566250933,-6.563529257,-6.566250933,-6.563529257,-6.566250933
,((B C) ((B (B ((S B) (S nand)))) ((B ((C B) nand)) ((B B) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I))))))), nan, nan, nan, nan, nan,-6.825901683,-6.497177745,-6.510453321,-6.512939285,-6.514236454,-6.512939285,-6.514236454,-6.512939285,-6.514236454,-6.512939285
,((B ((B ((C B) nand)) ((B B) nand))) ((S nand) I)), nan, nan,-6.062247615,-6.02154676,-6.353146009,-6.489429447,-6.363646353,-6.510453321,-6.512939285,-6.514236454,-6.512939285,-6.514236454,-6.512939285,-6.514236454,-6.512939285
,((B (B ((S B) (S nand)))) ((B (B ((S B) (S nand)))) ((B (S ((B ((B C) (B nand))) nand))) nand))), nan, nan, nan, nan,-7.04629319,-6.355898054,-6.363646353,-6.376921928,-6.379407892,-6.380705062,-6.379407892,-6.380705062,-6.379407892,-6.380705062,-6.379407892
,((B (B ((S B) (S nand)))) ((B ((C B) nand)) ((B B) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I)))))), nan, nan, nan, nan,-7.73944037,-6.355898054,-6.363646353,-6.376921928,-6.379407892,-6.380705062,-6.379407892,-6.380705062,-6.379407892,-6.380705062,-6.379407892
,((B (S ((B ((B C) (B nand))) nand))) ((B nand) ((S nand) ((S nand) I)))), nan, nan, nan,-5.446182615,-6.235362974,-6.132754503,-6.245863317,-6.259138893,-6.261624856,-6.262922026,-6.261624856,-6.262922026,-6.261624856,-6.262922026,-6.261624856
,(B ((B (S ((B ((B C) (B nand))) nand))) nand)), nan, nan, nan,-6.184450231,-6.300291434,-6.248126654,-6.238176884,-6.259895036,-6.260869284,-6.260657019,-6.260869284,-6.260657019,-6.260869284,-6.260657019,-6.260869284
,(B ((B ((C B) nand)) (C (S ((B ((B C) (B nand))) nand))))), nan, nan, nan,-5.778985123,-5.894826326,-6.248126654,-6.238176884,-6.259895036,-6.260869284,-6.260657019,-6.260869284,-6.260657019,-6.260869284,-6.260657019,-6.260869284
,((C B) ((B (S nand)) nand)), nan, nan,-5.759061356,-6.248529087,-6.290373998,-6.254999533,-6.245097327,-6.253069071,-6.250612784,-6.250400519,-6.250612784,-6.250400519,-6.250612784,-6.250400519,-6.250612784
,((S ((B B) nand)) nand), nan,-4.830595279,-5.443208406,-5.65382198,-5.906273712,-6.181593808,-6.168687858,-6.162314708,-6.160785825,-6.158064149,-6.160785825,-6.158064149,-6.160785825,-6.158064149,-6.160785825
,(C ((B (B (C ((B (S nand)) nand)))) ((B (S nand)) (C ((B (S nand)) nand))))), nan, nan, nan, nan, nan, nan, nan,-6.153778377,-6.156264341,-6.15756151,-6.156264341,-6.15756151,-6.156264341,-6.15756151,-6.156264341
,((B ((C B) nand)) ((B B) ((B ((S B) (S nand))) ((B (S nand)) nand)))), nan, nan, nan,-5.65382198,-6.130002458,-5.950432946,-6.140502801,-5.97145682,-6.156264341,-5.975239953,-6.156264341,-5.975239953,-6.156264341,-5.975239953,-6.156264341
,((B ((C B) nand)) (C (S ((B ((B C) (B nand))) nand)))), nan, nan,-4.229666151,-5.65382198,-6.034692278,-6.132754503,-6.140502801,-6.153778377,-6.156264341,-6.15756151,-6.156264341,-6.15756151,-6.156264341,-6.15756151,-6.156264341
,((B (S ((B ((B C) (B nand))) nand))) ((B (S nand)) (C ((B (S nand)) nand)))), nan, nan, nan,-6.609333425,-6.034692278,-6.132754503,-6.045192622,-6.058468197,-6.060954161,-6.06225133,-6.060954161,-6.06225133,-6.060954161,-6.06225133,-6.060954161
,((B C) (C ((B ((B ((C B) nand)) ((B B) nand))) ((S nand) ((S nand) I))))), nan, nan, nan, nan,-5.72453735,-6.037444323,-6.045192622,-6.058468197,-6.060954161,-6.06225133,-6.060954161,-6.06225133,-6.060954161,-6.06225133,-6.060954161
,(((C B) nand) ((S B) (S nand))), nan, nan,-6.136355587,-6.010496924,-6.193955785,-6.181593808,-6.168687858,-6.162314708,-6.160785825,-6.158064149,-6.006635145,-6.158064149,-6.006635145,-6.158064149,-6.006635145
,((B ((S B) (S nand))) ((B (S nand)) (C ((B (S nand)) nand)))), nan, nan,-6.136355587,-6.010496924,-6.193955785,-6.027443128,-6.014537178,-6.008164028,-6.006635145,-6.003913469,-6.006635145,-6.003913469,-6.006635145,-6.003913469,-6.006635145
,(((S B) (S nand)) I), nan, nan, nan, nan,-6.632997188,-5.930103864,-5.927074537,-5.928173403,-5.92914765,-5.928935385,-5.92914765,-5.928935385,-5.92914765,-5.928935385,-5.92914765
,((B (B (C ((B (S nand)) nand)))) ((B ((S B) (S nand))) (((C B) ((B (S nand)) nand)) (B ((S nand) I))))), nan, nan, nan, nan,-5.867638194,-5.796282266,-5.804030565,-5.81730614,-5.893900076,-5.895197246,-5.893900076,-5.895197246,-5.893900076,-5.895197246,-5.893900076
,((B ((B ((C B) nand)) ((B B) nand))) (((S B) (S nand)) ((S nand) I))), nan, nan,-4.883592618,-5.65382198,-5.867638194,-5.870390238,-5.878138537,-5.891414113,-5.893900076,-5.895197246,-5.893900076,-5.895197246,-5.893900076,-5.895197246,-5.893900076
,((B (B (C ((B (S nand)) nand)))) ((B nand) (((S B) (S nand)) ((S nand) I)))), nan, nan, nan,-6.832476976,-5.947680901,-5.870390238,-5.878138537,-5.891414113,-5.893900076,-5.895197246,-5.893900076,-5.895197246,-5.893900076,-5.895197246,-5.893900076
,((B (S nand)) (C ((B (S nand)) nand))), nan, nan,-5.95403403,-5.759182495,-5.906273712,-5.7761287,-5.881005785,-5.7568496,-5.873103753,-5.752599041,-5.873103753,-5.752599041,-5.873103753,-5.752599041,-5.873103753
,((C B) nand), nan,-5.107582063,-5.199445568,-5.843063979,-5.88490889,-5.849534425,-5.839632219,-5.847603963,-5.845147676,-5.844935411,-5.845147676,-5.844935411,-5.845147676,-5.844935411,-5.845147676
,((B C) ((B (B (C ((B (S nand)) nand)))) (((C B) nand) ((S B) (S nand))))), nan, nan, nan, nan,-5.793530221,-5.796282266,-5.804030565,-5.81730614,-5.819792104,-5.821089274,-5.819792104,-5.821089274,-5.819792104,-5.821089274,-5.819792104
,((B ((S B) (S nand))) ((B nand) ((S nand) ((S nand) I)))), nan, nan,-5.666351958,-5.5585118,-5.500808604,-5.670768184,-5.76322275,-5.7568496,-5.755320717,-5.752599041,-5.755320717,-5.752599041,-5.755320717,-5.752599041,-5.755320717
,(((C B) ((S nand) I)) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I)))), nan, nan, nan,-6.570112712,-5.587819981,-5.670768184,-5.76322275,-5.7568496,-5.755320717,-5.752599041,-5.755320717,-5.752599041,-5.755320717,-5.752599041,-5.755320717
,((B nand) ((S nand) ((S nand) I))), nan, nan,-5.95403403,-5.759182495,-5.788490676,-5.893911736,-5.76322275,-5.874632636,-5.755320717,-5.870382077,-5.755320717,-5.870382077,-5.755320717,-5.870382077,-5.755320717
,(S ((B B) nand)), nan,-4.071490131,-5.119981396,-5.782654851,-5.742319032,-5.748729726,-5.745700399,-5.735370568,-5.724783993,-5.724571729,-5.724783993,-5.724571729,-5.724783993,-5.724571729,-5.724783993
,((B ((C B) nand)) ((B B) ((B (S nand)) nand))), nan, nan,-4.504102997,-5.579714007,-5.72453735,-5.662750874,-5.735037693,-5.683774748,-5.686260711,-5.687557881,-5.686260711,-5.687557881,-5.686260711,-5.687557881,-5.686260711
,(B (B ((S ((B B) nand)) nand))), nan, nan,-5.637364421,-4.830312981,-4.913997073,-5.100034308,-5.420977055,-5.663911604,-5.664885852,-5.664673587,-5.664885852,-5.664673587,-5.664885852,-5.664673587,-5.664885852
,(((C B) ((B (S nand)) nand)) (B ((S nand) I))), nan, nan,-6.136355587,-5.471500423,-5.788490676,-5.670768184,-5.657862234,-5.651489084,-5.649960202,-5.647238525,-5.649960202,-5.647238525,-5.649960202,-5.647238525,-5.649960202
,(C ((B (S ((B ((B C) (B nand))) nand))) nand)), nan, nan, nan,-5.385557993,-5.599374207,-5.602126252,-5.60987455,-5.623150126,-5.62563609,-5.626933259,-5.62563609,-5.626933259,-5.62563609,-5.626933259,-5.62563609
,((B (B (C ((B (S nand)) nand)))) nand), nan, nan,-5.050646703,-5.733864687,-6.130002458,-5.544967838,-5.552716137,-5.565991712,-5.568477676,-5.569774845,-5.568477676,-5.569774845,-5.568477676,-5.569774845,-5.568477676
,(C ((B (S nand)) nand)), nan,-4.425130171,-5.037743298,-5.391457715,-5.500808604,-5.40840392,-5.39549797,-5.469167528,-5.554650022,-5.551928345,-5.554650022,-5.551928345,-5.554650022,-5.551928345,-5.554650022
,(S B), nan,-4.446183581,-5.353596248,-5.589283459,-5.539090791,-5.534072788,-5.531043462,-5.532142327,-5.533116574,-5.532904309,-5.533116574,-5.532904309,-5.533116574,-5.532904309,-5.533116574
,((B (B (C ((B (S nand)) nand)))) ((B (S nand)) (C ((B (S nand)) nand)))), nan, nan, nan,-5.385557993,-5.659998829,-5.602126252,-5.670499172,-5.565991712,-5.514410454,-5.515707624,-5.514410454,-5.515707624,-5.514410454,-5.515707624,-5.514410454
,((S ((B ((B C) (B nand))) nand)) ((S nand) ((S nand) I))), nan, nan,-4.80135452,-5.011968093,-5.500808604,-5.488446628,-5.475540677,-5.469167528,-5.467638645,-5.464916968,-5.467638645,-5.464916968,-5.467638645,-5.464916968,-5.467638645
,((B ((B ((C B) nand)) ((B B) nand))) ((S nand) ((S nand) I))), nan, nan,-4.558170218,-5.223039064,-5.436855277,-5.439607322,-5.447355621,-5.460631197,-5.46311716,-5.46441433,-5.46311716,-5.46441433,-5.46311716,-5.46441433,-5.46311716
,((B ((S ((B B) nand)) nand)) ((S nand) I)), nan, nan,-4.567739669,-5.876965531,-5.15250191,-5.200764555,-5.39549797,-5.38912482,-5.387595937,-5.384874261,-5.387595937,-5.384874261,-5.387595937,-5.384874261,-5.387595937
,(B ((B C) (B nand))), nan,-3.924886657,-4.272683536,-4.680372834,-4.796214038,-4.995363685,-5.139564595,-5.161282748,-5.344578552,-5.567509839,-5.344578552,-5.567509839,-5.344578552,-5.567509839,-5.344578552
,(C ((B ((B ((C B) nand)) ((B B) nand))) ((S nand) ((S nand) I)))), nan, nan, nan,-5.174248899,-5.297093335,-5.29984538,-5.307593678,-5.320869254,-5.323355218,-5.324652387,-5.323355218,-5.324652387,-5.323355218,-5.324652387,-5.323355218
,((B ((S ((B B) nand)) nand)) ((S nand) ((S nand) I))), nan, nan,-5.037743298,-5.123193729,-5.213126532,-5.200764555,-5.321389997,-5.315016848,-5.313487965,-5.310766289,-5.313487965,-5.310766289,-5.313487965,-5.310766289,-5.313487965
,((B (S nand)) nand), nan,-3.03883581,-4.855421741,-5.18381835,-5.277665053,-5.334295948,-5.321389997,-5.315016848,-5.313487965,-5.310766289,-5.313487965,-5.310766289,-5.313487965,-5.310766289,-5.313487965
,((B C) ((B (S ((B ((B C) (B nand))) nand))) nand)), nan, nan, nan,-5.040717507,-5.174491013,-5.177243058,-5.184991356,-5.198266932,-5.200752896,-5.202050065,-5.200752896,-5.202050065,-5.200752896,-5.202050065,-5.200752896
,((B ((C B) nand)) ((B B) (((C B) ((S ((B B) nand)) nand)) (B ((S nand) I))))), nan, nan, nan,-4.555209691,-5.297093335,-5.001352391,-5.041890513,-5.160526604,-5.200752896,-5.164309737,-5.200752896,-5.164309737,-5.200752896,-5.164309737,-5.200752896
,(B ((B ((C B) nand)) ((B B) nand))), nan, nan,-4.426834216,-5.085837942,-5.201679146,-5.149514365,-5.139564595,-5.161282748,-5.162256995,-5.162044731,-5.162256995,-5.162044731,-5.162256995,-5.162044731,-5.162256995
,(((C B) (C ((B (S nand)) nand))) (B ((S nand) I))), nan, nan,-5.347898227,-5.066035315,-5.095343496,-5.200764555,-5.127233983,-5.120860833,-5.11933195,-5.116610274,-5.11933195,-5.116610274,-5.11933195,-5.116610274,-5.11933195
,(((C B) ((B (S nand)) nand)) ((S B) (S nand))), nan, nan,-6.136355587,-5.471500423,-5.15250191,-5.140139933,-5.127233983,-5.063702419,-5.11933195,-5.116610274,-5.11933195,-5.116610274,-5.11933195,-5.116610274,-5.11933195
,(C ((B ((C B) nand)) ((B B) ((B (S nand)) nand)))), nan, nan,-4.116337466,-4.851475507,-5.065291721,-5.068043766,-5.075792064,-5.08906764,-5.091553604,-5.092850773,-5.091553604,-5.092850773,-5.091553604,-5.092850773,-5.091553604
,(B (S nand)), nan,-4.115941894,-4.883592618,-5.121942947,-5.083073403,-5.089105237,-5.086075911,-5.076124939,-5.065925886,-5.065713622,-5.065925886,-5.065713622,-5.065925886,-5.065713622,-5.065925886
,((B C) (B nand)), nan,-4.071490131,-4.660449067,-5.132525056,-5.083073403,-5.078055401,-5.075026074,-5.064951639,-5.054626331,-5.054414066,-5.054626331,-5.054414066,-5.054626331,-5.054414066,-5.054626331
,((B B) ((B (S nand)) nand)), nan, nan,-4.805631077,-5.203620978,-5.083073403,-5.032593027,-5.0295637,-5.030662565,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813
,((B B) (((C B) ((S ((B B) nand)) nand)) (B ((S nand) I)))), nan, nan, nan,-5.203620978,-5.083073403,-5.032593027,-5.0295637,-5.030662565,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813
,((B B) ((B ((S B) (S nand))) ((B (S nand)) nand))), nan, nan, nan,-5.203620978,-5.083073403,-5.032593027,-5.0295637,-5.030662565,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813
,(C (S ((B ((B C) (B nand))) nand))), nan, nan,-4.805631077,-5.203620978,-5.083073403,-5.032593027,-5.0295637,-5.030662565,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813
,((B B) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I)))), nan, nan, nan,-5.203620978,-5.083073403,-5.032593027,-5.0295637,-5.030662565,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813
,((B B) (((C B) ((B (S nand)) nand)) (B ((S nand) I)))), nan, nan, nan,-5.203620978,-5.083073403,-5.032593027,-5.0295637,-5.030662565,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813
,((B B) ((B ((S B) (S nand))) ((B (S nand)) (C ((B (S nand)) nand))))), nan, nan, nan,-5.203620978,-5.083073403,-5.032593027,-5.0295637,-5.030662565,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813,-5.031424548,-5.031636813
,((B nand) (((S B) (S nand)) ((S nand) I))), nan, nan,-4.973204777,-5.011968093,-4.941192816,-4.92883084,-4.915924889,-4.90955174,-4.908022857,-4.905301181,-4.908022857,-4.905301181,-4.908022857,-4.905301181,-4.908022857
,((B (S ((B ((B C) (B nand))) nand))) nand), nan, nan,-4.116337466,-4.753035434,-4.877239489,-4.851820657,-4.859568956,-4.872844532,-4.875330495,-4.876627665,-4.875330495,-4.876627665,-4.875330495,-4.876627665,-4.875330495
,(B (S ((B ((B C) (B nand))) nand))), nan, nan,-5.119981396,-4.79815587,-4.913997073,-4.861832293,-4.851882523,-4.873600675,-4.874574923,-4.874362658,-4.874574923,-4.874362658,-4.874574923,-4.874362658,-4.874574923
,((B ((S B) (S nand))) ((B (S nand)) nand)), nan, nan,-4.567739669,-4.911884635,-4.8946728,-4.882310824,-4.869404874,-4.90955174,-4.861502841,-4.858781165,-4.861502841,-4.858781165,-4.861502841,-4.858781165,-4.861502841
,(B ((C B) nand)), nan,-4.931691396,-4.654751046,-4.419077517,-4.557322129,-4.692008379,-4.745750105,-4.754541315,-4.751676786,-4.751464522,-4.751676786,-4.751464522,-4.751676786,-4.751464522,-4.751676786
,((B (C ((B (S nand)) nand))) ((S nand) ((S nand) I))), nan, nan,-4.855421741,-5.65382198,-4.850221038,-4.837859062,-4.741571502,-4.735198352,-4.73366947,-4.730947793,-4.73366947,-4.730947793,-4.73366947,-4.730947793,-4.73366947
,(B (C ((B (S nand)) nand))), nan, nan,-4.239235602,-4.470468463,-4.556247438,-4.705380116,-4.702350789,-4.692638738,-4.682683915,-4.68247165,-4.682683915,-4.68247165,-4.682683915,-4.68247165,-4.682683915
,(B ((S ((B B) nand)) nand)), nan, nan,-4.526917674,-4.758150535,-4.710398118,-4.705380116,-4.702350789,-4.692638738,-4.682683915,-4.68247165,-4.682683915,-4.68247165,-4.682683915,-4.68247165,-4.682683915
,(B C), nan,-4.381645059,-5.848673514,-5.809756781,-4.85486655,-4.630699351,-4.69695994,-4.714144943,-4.560968511,-4.491763375,-4.560968511,-4.491763375,-4.560968511,-4.491763375,-4.560968511
,((B ((C B) nand)) ((B B) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I))))), nan, nan, nan,-4.607853424,-4.389536283,-4.585191994,-4.571886883,-4.524537837,-4.507605715,-4.52832097,-4.507605715,-4.52832097,-4.507605715,-4.52832097,-4.507605715
,((B (B (C ((B (S nand)) nand)))) (((C B) ((S nand) I)) (((C B) (C ((B (S nand)) nand))) (B ((S nand) I))))), nan, nan, nan, nan,-4.56138654,-4.503513963,-4.491844176,-4.505119752,-4.48855752,-4.48985469,-4.48855752,-4.48985469,-4.48855752,-4.48985469,-4.48855752
,(B (B nand)), nan, nan,-4.721073689,-4.948096017,-4.713326378,-4.4809951,-4.46546561,-4.485256608,-4.486230855,-4.486018591,-4.486230855,-4.486018591,-4.486230855,-4.486018591,-4.486230855
,(S ((B ((B C) (B nand))) nand)), nan, nan,-4.190445438,-4.32159484,-4.389926223,-4.384908221,-4.381878894,-4.371804458,-4.36147915,-4.361266886,-4.36147915,-4.361266886,-4.36147915,-4.361266886,-4.36147915
,((B B) nand), nan,-2.926357827,-4.112483896,-4.510473797,-4.389926223,-4.339445847,-4.33641652,-4.337515385,-4.338489632,-4.338277368,-4.338489632,-4.338277368,-4.338489632,-4.338277368,-4.338489632
OR,((B (C ((B (S nand)) nand))) ((S nand) I)), nan, nan,-4.701271062,-4.459899511,-5.041276275,-5.028914298,-5.016008348,-4.316488018,-4.314959135,-4.312237459,-4.314959135,-4.312237459,-4.314959135,-4.312237459,-4.314959135
,(B (B ((S B) (S nand)))), nan, nan, nan,-5.235778089,-4.403171449,-4.4809951,-4.391357638,-4.277617243,-4.278591491,-4.278379226,-4.278591491,-4.278379226,-4.278591491,-4.278379226,-4.278591491
,(B nand), nan,-3.710476786,-4.239235602,-4.247324911,-4.199572494,-4.194554492,-4.191525165,-4.181813114,-4.171858291,-4.171646027,-4.171858291,-4.171646027,-4.171858291,-4.171646027,-4.171858291
,(B (B (C ((B (S nand)) nand)))), nan, nan,-5.637364421,-4.462588201,-4.220849893,-4.101505478,-4.085975988,-4.105766986,-4.106741234,-4.106528969,-4.106741234,-4.106528969,-4.106741234,-4.106528969,-4.106741234
FALSE,(((S B) (S nand)) ((S nand) I)), nan,-3.758971136,-3.867672046,-3.939023552,-4.107268544,-4.097522401,-4.094493074,-4.095591939,-4.096566186,-4.096353922,-4.096566186,-4.096353922,-4.096566186,-4.096353922,-4.096566186
